Periode Prediksi,Kode Item,Nama Item,Satuan Standar,Lag_1,Lag_2,Lag_3,Lag_6,Lag_12,Rolling_Mean_3,Rolling_Max_3,Rolling_Min_3,Rolling_Mean_6,Rolling_Mean_12,Tahun,Bulan,Prediksi_SMA,Prediksi_Decision_Tree,Model_Terbaik,Prediksi_Model_Terbaik,Prioritas Restock,Keterangan,Aktual_Januari_2026,Selisih_Decision_Tree,Selisih_SMA,Abs_Error_Decision_Tree,Abs_Error_SMA,Bounded_Error_Decision_Tree,Bounded_Error_SMA
2026-01,BISPRO2.5,Bisoprolol Tab 2.5mg Bernofarm,TAB,0.0,600.0,500.0,3000.0,0.0,366.6666666666667,600.0,0.0,683.3333333333334,341.6666666666667,2026,1,367,400,Decision Tree Regression,400,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,400,367,400,367,100.0,100.0
2026-01,615,Paracetamol 500 mg Kaplet,TAB,0.0,100.0,0.0,100100.0,0.0,33.333333333333336,100.0,0.0,17783.333333333332,8925.0,2026,1,34,317,Decision Tree Regression,317,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,317,34,317,34,100.0,100.0
2026-01,268,Cefadroxil Monohydrate 500mg Kapsul Bernofarm,TAB,0.0,100.0,0.0,1000.0,0.0,33.333333333333336,100.0,0.0,286.8333333333333,143.41666666666666,2026,1,34,317,Decision Tree Regression,317,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,317,34,317,34,100.0,100.0
2026-01,POT-KS,Pot Tutup Kuning Sterile,PCS,0.0,0.0,2000.0,2000.0,0.0,666.6666666666666,2000.0,0.0,666.6666666666666,416.6666666666667,2026,1,667,400,Decision Tree Regression,400,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,400,667,400,667,100.0,100.0
2026-01,3,CC SPUIT 3 CC,BOX,0.0,5.0,0.0,0.0,0.0,1.6666666666666667,5.0,0.0,9.166666666666666,4.583333333333333,2026,1,2,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,2,6,2,100.0,100.0
2026-01,367856,"TUBE EDTA PLH 13X75, 3.0",BOX,0.0,18.0,6.0,15.0,50.0,8.0,18.0,0.0,19.83333333333333,23.666666666666668,2026,1,8,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,8,6,8,100.0,100.0
2026-01,367957,"TUBE SST II PLH 13X75, 3.5",BOX,0.0,19.0,0.0,20.0,50.0,6.333333333333333,19.0,0.0,19.83333333333333,24.08333333333333,2026,1,7,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,7,6,7,100.0,100.0
2026-01,4004-0805,"CYLINDRICAL TEST TUBE, PLAIN, VOL.5ML/12X75MM, PS MATERIAL",CARTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,4330-0004-02,"Blue Tips,VOL.1000μl,Eppendorf/Universal type,PP material BAG",ZIP-LOCK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,MK08-565,MASKER MULTI ONE PLUS 3PLY EARLOOP,BOX,0.0,60.0,0.0,50.0,100.0,20.0,60.0,0.0,26.666666666666668,46.66666666666666,2026,1,20,69,Decision Tree Regression,69,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,69,20,69,20,100.0,100.0
2026-01,AS,ALKOHOL SWAB,BOX,0.0,100.0,0.0,0.0,0.0,33.333333333333336,100.0,0.0,16.666666666666668,8.333333333333334,2026,1,34,69,Decision Tree Regression,69,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,69,34,69,34,100.0,100.0
2026-01,PO-8.7X13,Plastik Obat Ukuran 8.7x13,PAK,0.0,0.0,150.0,0.0,0.0,50.0,150.0,0.0,191.66666666666663,95.83333333333331,2026,1,50,81,Decision Tree Regression,81,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,81,50,81,50,100.0,100.0
2026-01,4330-0023,"Pipet Tips,eppendorf type,VOL.10μl,PP material,Natural color",POLYBAG,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.1666666666666666,0.0833333333333333,2026,1,1,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,1,6,1,100.0,100.0
2026-01,4330-0016-17,"Yellow Tips,VOL.200μl,Eppendorf/Universal type,PP material",BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,4330-0012-02,"Blue Tips,Gilson/Universal type,VOL.1000μl,graduated at 100/250/500/100μl,PP BAG material",ZIP-LOCK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,4610-1924,"Centrifuge Tube, PP material, conical bottom, Vol.15ml/17x120mm, BLUE printed graduation from 1.5ml to 15ml/graduation interval 0.5ml. Screw cap leakage-proof, GREY color. DNase-free, RNase-free, Non-Pyrogen, Assembled, E.O. sterile, individual flow-pack, 50pcs/box",CARTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,ASWAG60,Ashwagandha+ 60 Kapsul,BTL,15.0,10.0,4.0,10.0,0.0,9.666666666666666,15.0,4.0,8.166666666666666,4.083333333333333,2026,1,10,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,10,6,10,100.0,100.0
2026-01,5,CC SPUIT 5 CC,BOX,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,8.833333333333334,4.416666666666667,2026,1,1,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,1,6,1,100.0,100.0
2026-01,AKHL,70% 1L ALKOHOL 70% 1 LITER,BTL,0.0,28.0,0.0,0.0,0.0,9.333333333333334,28.0,0.0,5.166666666666667,2.583333333333333,2026,1,10,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,10,6,10,100.0,100.0
2026-01,AMD,5mg Amlodipine 5mg,BOX,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.166666666666667,2.6666666666666665,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,CIFLX,Tab CIPROFLOXACIN TAB,BOX,1.0,0.0,0.0,2.0,0.0,0.3333333333333333,1.0,0.0,2.5,1.25,2026,1,1,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,1,6,1,100.0,100.0
2026-01,CEFIX100,Cefixime Trihydrate 100mg Tss Bernofarm,BOX,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,2.6666666666666665,1.5833333333333333,2026,1,1,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,1,6,1,100.0,100.0
2026-01,ATM-RTA,ALTAMED COVID-19 RAPID TEST KIT ANTIGEN @25 PCS,BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,DEXAMETHMUL,Dexametasone 0.5 '200tab,BOX,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0833333333333333,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,IV,22G IV CHATETER NO 22G,PCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,1CC,SPUIT 1 CC,BOX,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.6666666666666666,0.3333333333333333,2026,1,1,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,1,6,1,100.0,100.0
2026-01,2121-0034-02,"INOCULATION LOOPS, FLEXIBLE, 10μL+INCORPORATED NEEDLE, ABS MATERIAL, BLUE COLOR. 1PC/PEEL-PK, GAMMA STERILE",BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,268,Cefadroxil Monohydrate 500mg Kapsul Bernofarm,BOX,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,5.333333333333333,2.9166666666666665,2026,1,1,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,1,6,1,100.0,100.0
2026-01,IV,24G IV CHATETER NO 24G,PCS,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.6666666666666667,5.0,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,DOMPS,Domperidone 5mg/5ml Syr Bernofarm,BTL,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,10.833333333333334,5.916666666666667,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,IV,20G IV CHATETER NO 20G,PCS,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.8333333333333334,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,LEVOTAB,LEVOPAR TAB,BOX,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,16.666666666666668,12.5,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,MASFP-6.5,SURGICAL GLOVE STERILE FREE POWDER 6.5 MAS,PCS,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,166.66666666666666,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,MASFP-7,SURGICAL GLOVE STERILE FREE POWDER 7 MAS,PCS,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,166.66666666666666,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,LEVXC500-INF,Levofloxacin Infus 500MG/100ML,BTL,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,20.0,10.0,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,LGN-RTA,LUNGENE COVID-19 ANTIGEN RAPID TEST,BOX,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.333333333333333,5.0,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,METHYL125,Inj METHYLPREDNISOLON 125MG INJ,BOX,0.0,20.0,0.0,3.0,0.0,6.666666666666667,20.0,0.0,12.166666666666666,6.166666666666667,2026,1,7,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,7,6,7,100.0,100.0
2026-01,MASFP-7.5,SURGICAL GLOVE STERILE FREE POWDER 7.5 MAS,PCS,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,166.66666666666666,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,MK08-503B,STERILE SAFETY LANCET MK08-503B,BOX,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,10.166666666666666,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,MK04-115,ELECTROSURGICAL PENCIL MK04-115,PCS,0.0,19.0,0.0,150.0,500.0,6.333333333333333,19.0,0.0,61.5,130.75,2026,1,7,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,7,6,7,100.0,100.0
2026-01,MK09-135,NASAL OXYGEN CANNULA ADULT,PCS,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,50.0,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,NM-USGG5L,NAM MEDICAL ULTRASOUND GEL 5,DRIGEN,5.0,6.0,0.0,0.0,0.0,3.6666666666666665,6.0,0.0,3.5,1.75,2026,1,4,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,4,6,4,100.0,100.0
2026-01,OME40MGINJ,OMEPRAZOLE SODIUM MONOHYDRATE 40mg SERBUK INJ,VIAL,0.0,50.0,0.0,500.0,0.0,16.666666666666668,50.0,0.0,341.6666666666667,170.83333333333334,2026,1,17,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,17,6,17,100.0,100.0
2026-01,ONEMED-CATGUT,"Catgut Chromic Uk. 3/0, HR-27, Tapper 75cm 3",PCS,0.0,19.0,0.0,1.0,0.0,6.333333333333333,19.0,0.0,3.333333333333333,1.6666666666666667,2026,1,7,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,7,6,7,100.0,100.0
2026-01,OTRP-M,OTORO LATEX POWDER ''M'',BOX,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,10.0,11.666666666666666,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,OTRP-S,OTORO LATEX POWDER ''S'',BOX,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,13.333333333333334,18.33333333333333,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,PCT-INFUS,Paracetamol 1 G/100ml Infus TD,BOX,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,93.33333333333331,96.66666666666669,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,PRAZ30,PRAZOTEC INJ 30MG,VIAL,0.0,0.0,0.0,0.0,426.0,0.0,0.0,0.0,0.0,58.41666666666666,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,PSE,OXA PULSE OXYMETER ANAK,PCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,S,"3/0 27,75 BENANG SILK 3/0 27mm, 75cm",PCS,0.0,30.0,0.0,1.0,0.0,10.0,30.0,0.0,5.666666666666667,2.833333333333333,2026,1,10,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,10,6,10,100.0,100.0
2026-01,SAU,STRIP ASAM URAT,BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,SCT,STRIP CHOLESTEROL,BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,SCTM,SUCTION CONNECTING TUBE MAS,PCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667,91.66666666666669,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,SGD,STRIP GULA DARAH,BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.8333333333333334,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,SHB,STRIP HEMOGOBLIN (HB),BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,SHM-005,SHAMROCK LATEX FREE POWDER ''L'',BOX,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.333333333333334,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,SHM-006,"SHAMROCK LATEX FREE POWDER ""M""",BOX,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,20.83333333333333,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,SHM-007,SHAMROCK LATEX FREE POWDER ''S'',BOX,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,25.0,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
2026-01,UFIX5,ULTRAFIX MEDICAL 5X5,BOX,0.0,51.0,0.0,10.0,0.0,17.0,51.0,0.0,13.5,7.166666666666667,2026,1,17,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,17,6,17,100.0,100.0
2026-01,URS-10T,URINE STRIP 10U,BTL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026,1,0,6,Decision Tree Regression,6,Prioritas Tinggi,Produk memiliki estimasi permintaan tinggi pada bulan prediksi.,0,6,0,6,0,100.0,0.0
